episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-3.5647703601313614,201.31,8.621,0,0,0,0,0,0
2,-2.862764707466857,151.927,25.638,0,0,0,0,0,0
3,-2.7198098385534255,166.474,30.545,0,0,0,0,0,0
