episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-0.49988386101149984,0,2.3646851565804337,0,0,0,0,0,0
2,-0.5477591986551846,0,4.491174447444301,0,0,0,0,0,0
3,-0.5761083938825199,0,4.751580411389371,0,0,0,0,0,0
