episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-1.0602909308652553,0,4.479316816737951,0,0,0,0,0,0
2,-0.9771419471937134,0,5.809747249691881,0,0,0,0,0,0
3,-1.0062541374818055,0,4.732803739931221,0,0,0,0,0,0
4,-1.052170165921745,0,5.658645034955862,0,0,0,0,0,0
5,-0.9790310616013267,0,4.34301761606384,0,0,0,0,0,0
6,-0.9514206526093069,0,4.2240599996392945,0,0,0,0,0,0
