episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-1.0377310859270445,0,6.158259731741152,0,0,0,0,0,0
2,-0.9723142422886539,0,5.626798792274242,0,0,0,0,0,0
3,-0.918229982642916,0,3.302914412625146,0,0,0,0,0,0
4,-0.9065269481930776,0,5.2423603216707555,0,0,0,0,0,0
5,-0.9306966274862649,0,4.30118914259015,0,0,0,0,0,0
