episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-0.8385232831617662,0,4.6936868399368326,0,0,0,0,0,0
2,-0.8150538900767397,0,5.926377827338165,0,0,0,0,0,0
3,-0.7359083569785335,0,3.1980626202693365,0,0,0,0,0,0
4,-0.7238020141130748,0,4.0184876663235745,0,0,0,0,0,0
5,-0.6811851047939245,0,2.064656651582263,0,0,0,0,0,0
