episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-6.82600673833973,238.061,45.093,0,0,0,0,0,0
2,-7.099278927362024,229.162,51.37,0,0,0,0,0,0
3,-6.902307632650374,237.695,33.923,0,0,0,0,0,0
4,-7.082395867984897,229.725,57.857,0,0,0,0,0,0
5,-6.998150980533033,222.484,41.076,0,0,0,0,0,0
6,-7.1908176736053875,239.352,61.879,0,0,0,0,0,0
