episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-4.340445465189246,170.714,16.942,0,0,0,0,0,0
2,-5.559164273477284,219.119,41.759,0,0,0,0,0,0
3,-5.800294807440355,208.793,39.529,0,0,0,0,0,0
4,-5.724137945358147,202.837,25.603,0,0,0,0,0,0
5,-5.935767025917566,229.427,41.458,0,0,0,0,0,0
