episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-0.7638925558658917,0,4.759245994454643,0,0,0,0,0,0
2,-0.8158751811412669,0,6.289787183971889,0,0,0,0,0,0
3,-0.7975661710334835,0,3.979455831933029,0,0,0,0,0,0
4,-0.7838632035183966,0,2.7724906724556497,0,0,0,0,0,0
5,-0.7596400100148608,0,3.8072577842988835,0,0,0,0,0,0
6,-0.7509315133147006,0,4.12064468241169,0,0,0,0,0,0
