episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-0.6910166016308293,0,5.6561002580990944,0,0,0,0,0,0
2,-0.7172501428123594,0,6.462755233438237,0,0,0,0,0,0
3,-0.6835855472032626,0,4.854932940877438,0,0,0,0,0,0
4,-0.6832894411399676,0,4.927852296456999,0,0,0,0,0,0
