episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-6.162876628866684,212.856,34.088,0,0,0,0,0,0
2,-6.492013942970514,216.783,45.831,0,0,0,0,0,0
3,-6.201209692396266,197.854,36.01,0,0,0,0,0,0
4,-5.71553916472312,181.36,10.599,0,0,0,0,0,0
5,-5.728930988075041,203.121,29.805,0,0,0,0,0,0
