episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-0.8647421089834213,0,5.823505885292102,0,0,0,0,0,0
2,-0.8177505897865172,0,2.9699140791383654,0,0,0,0,0,0
3,-0.8071717316090575,0,4.39180381009588,0,0,0,0,0,0
4,-0.8192291093565607,0,5.020758496176633,0,0,0,0,0,0
5,-0.784827359496606,0,2.175604489187352,0,0,0,0,0,0
6,-0.7292809455269196,0,1.66355373406192,0,0,0,0,0,0
