episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-7.8334825175012055,241.373,56.759,0,0,0,0,0,0
2,-7.8331299093523326,259.787,50.573,0,0,0,0,0,0
3,-6.155686721432148,141.619,1.933,0,0,0,0,0,0
4,-5.855184585708413,184.29,23.21,0,0,0,0,0,0
5,-5.566577344649972,185.69,11.632,0,0,0,0,0,0
6,-5.179750262619972,158.326,0.092,0,0,0,0,0,0
