episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-7.094906641606518,233.397,43.458,0,0,0,0,0,0
2,-6.398335439246866,197.728,27.695,0,0,0,0,0,0
3,-5.788687665485433,176.916,22.72,0,0,0,0,0,0
4,-6.193317846589588,231.557,51.53,0,0,0,0,0,0
5,-5.945470052904371,171.085,24.774,0,0,0,0,0,0
6,-6.039476053276764,214.573,42.413,0,0,0,0,0,0
