episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-7.857566995872238,240.749,57.204,0,0,0,0,0,0
2,-7.629265078573257,226.125,51.128,0,0,0,0,0,0
3,-7.125543280486156,207.252,35.498,0,0,0,0,0,0
4,-6.720564450245095,191.194,30.557,0,0,0,0,0,0
5,-6.512839008933767,214.353,29.403,0,0,0,0,0,0
