episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-0.9293265361026339,0,5.003052782667634,0,0,0,0,0,0
2,-0.6434345903979679,0,0.4541636184665716,0,0,0,0,0,0
3,-0.6130666517661404,0,2.6165429933400164,0,0,0,0,0,0
4,-0.6154725573483213,0,2.6483005376920943,0,0,0,0,0,0
5,-0.5832412746157485,0,1.0419888395862955,0,0,0,0,0,0
6,-0.5464669322138244,0,0.06018778693540572,0,0,0,0,0,0
