episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-0.7287248019198787,0,3.41162782205914,0,0,0,0,0,0
2,-0.6741454559060562,0,3.457910180622889,0,0,0,0,0,0
3,-0.7016461528765082,0,4.182774534122862,0,0,0,0,0,0
4,-0.6409448892532394,0,0.7522397254224433,0,0,0,0,0,0
5,-0.6448938731829092,0,2.3272900567768353,0,0,0,0,0,0
