episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-3.9497132551447827,171.344,8.59,0,0,0,0,0,0
2,-4.35517025623672,189.364,18.348,0,0,0,0,0,0
3,-4.216181013116262,170.119,12.047,0,0,0,0,0,0
4,-4.404998459543644,197.154,19.736,0,0,0,0,0,0
5,-5.168185276881291,255.922,62.347,0,0,0,0,0,0
