episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-6.751402133471745,215.246,44.722,0,0,0,0,0,0
2,-6.926443307306686,216.448,49.918,0,0,0,0,0,0
3,-7.267628002880325,239.627,59.353,0,0,0,0,0,0
4,-6.856356660404795,206.09,28.25,0,0,0,0,0,0
5,-7.218613814040539,256.485,68.119,0,0,0,0,0,0
6,-7.519855213695941,260.64,72.591,0,0,0,0,0,0
