episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-7.453823549500153,232.132,50.161,0,0,0,0,0,0
2,-6.134861499301625,191.791,22.338,0,0,0,0,0,0
3,-5.88341521449455,228.18,14.121,0,0,0,0,0,0
4,-7.238991595631749,323.224,89.554,0,0,0,0,0,0
5,-8.495228155131468,333.243,124.257,0,0,0,0,0,0
6,-8.197695959144108,222.829,41.34,0,0,0,0,0,0
