episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-6.700954855780462,219.139,45.114,0,0,0,0,0,0
2,-6.089176691240759,197.099,25.367,0,0,0,0,0,0
3,-6.270978339253053,211.485,45.12,0,0,0,0,0,0
4,-6.15896012892809,199.889,33.187,0,0,0,0,0,0
5,-6.183318808420658,205.931,38.545,0,0,0,0,0,0
6,-6.334892972636461,251.395,43.816,0,0,0,0,0,0
