episode,avg_reward,vo_ripple,vo_error,recovery_time,overshoot,undershoot,critic_loss,actor_loss,alpha
1,-0.4945293559695424,0,2.523797024738915,0,0,0,0,0,0
2,-0.5050125014959571,0,2.1201930975641288,0,0,0,0,0,0
3,-0.4693142126336678,0,1.7098753163052764,0,0,0,0,0,0
4,-0.4811228077104983,0,1.4494976782450708,0,0,0,0,0,0
5,-0.48351569262133287,0,1.1736673090249221,0,0,0,0,0,0
6,-0.5262406492112826,0,4.298840990025068,0,0,0,0,0,0
